timestamp,tag,seed,num_demo_transitions,num_random_episodes,hidden_dim,num_layers,normalize,inv_dyn_lr,num_inv_dyn_iters,num_bc_iters,num_random_transitions,random_pos_min,random_pos_max,inv_dyn_train_acc,demo_acc,demo_n_left,demo_acc_left,demo_n_noop,demo_acc_noop,demo_n_right,demo_acc_right,bc_final_loss,return_mean,return_min,return_max,success_rate
2026-09-24T17:50:48,baseline,0,249,5,64,2,True,0.01,1000,100,1000,-0.6873962879180908,-0.32982510328292847,1.0,0.8835341334342957,37,1.0,61,1.0,151,0.807947039604187,0.45014211535453796,-195.33333333333334,-200.0,-172.0,0.16666666666666666
2026-09-24T17:53:39,width,0,249,5,8,2,True,0.01,1000,100,1000,-0.6723171472549438,-0.3463098108768463,1.0,0.891566276550293,37,1.0,61,1.0,151,0.8211920261383057,0.40510451793670654,-200.0,-200.0,-200.0,0.0
2026-09-24T17:53:41,depth,0,249,5,64,3,True,0.01,1000,100,1000,-0.8017781376838684,-0.3043377995491028,1.0,0.8995984196662903,37,1.0,61,1.0,151,0.8344370722770691,0.6343701481819153,-200.0,-200.0,-200.0,0.0
2026-09-24T17:53:43,iters,0,249,5,64,2,True,0.01,50,100,1000,-0.8130201697349548,-0.26564884185791016,1.0,0.9116466045379639,37,1.0,61,1.0,151,0.8543046116828918,0.4646618366241455,-169.0,-200.0,-138.0,0.6666666666666666
2026-09-24T17:53:44,lr,0,249,5,64,2,True,0.001,1000,100,1000,-0.7346675395965576,-0.29538896679878235,1.0,0.9116466045379639,37,1.0,61,1.0,151,0.8543046116828918,0.43751260638237,-194.0,-200.0,-164.0,0.16666666666666666
2026-09-24T17:53:47,data,0,249,50,64,2,True,0.01,1000,100,10000,-0.7932469248771667,-0.23321300745010376,1.0,0.9156626462936401,37,1.0,61,1.0,151,0.860927164554596,0.4983550012111664,-194.33333333333334,-200.0,-166.0,0.16666666666666666
2026-09-24T17:53:48,normalization,0,249,5,64,2,False,0.01,1000,100,1000,-0.8513070344924927,-0.35194459557533264,1.0,0.9678714871406555,37,1.0,61,1.0,151,0.9470198750495911,0.5203312039375305,-182.66666666666666,-200.0,-135.0,0.3333333333333333
2026-09-24T17:53:50,baseline,1,249,5,64,2,True,0.01,1000,100,1000,-0.7843195796012878,-0.23862679302692413,1.0,0.9277108311653137,37,1.0,61,1.0,151,0.8807947039604187,0.4245626628398895,-181.66666666666666,-200.0,-162.0,0.5
