timestamp,tag,seed,num_demo_transitions,num_random_episodes,action_repeat,hidden_dim,num_layers,normalize,inv_dyn_lr,num_inv_dyn_iters,num_bc_iters,num_random_transitions,random_pos_min,random_pos_max,inv_dyn_train_acc,demo_acc,demo_n_left,demo_acc_left,demo_n_noop,demo_acc_noop,demo_n_right,demo_acc_right,demo_pos_min,demo_pos_max,demo_n_in_range,demo_acc_in_range,demo_n_out_range,demo_acc_out_range,bc_final_loss,return_mean,return_min,return_max,success_rate
2026-09-24T19:14:29,lr,4,249,5,1,64,2,True,0.001,1000,100,1000,-0.7050755023956299,-0.34077396988868713,1.0,0.9277108311653137,37,1.0,61,1.0,151,0.8807947039604187,-0.9386533498764038,0.4995170831680298,113,1.0,136,0.8676470518112183,0.45004990696907043,-182.16666666666666,-200.0,-129.0,0.3333333333333333
2026-09-24T19:14:31,lr,8,249,5,1,64,2,True,0.001,1000,100,1000,-0.7044691443443298,-0.32955434918403625,1.0,0.8875501751899719,37,1.0,61,1.0,151,0.8145695328712463,-0.9386533498764038,0.4995170831680298,115,1.0,134,0.7910447716712952,0.406866192817688,-200.0,-200.0,-200.0,0.0
2026-09-24T19:14:33,lr,2,249,5,1,64,2,True,0.1,1000,100,1000,-0.7379055619239807,-0.3077450394630432,1.0,0.8795180916786194,37,1.0,61,1.0,151,0.8013244867324829,-0.9386533498764038,0.4995170831680298,124,1.0,125,0.7599999904632568,0.355080246925354,-185.66666666666666,-200.0,-171.0,0.5
2026-09-24T19:14:34,lr,4,249,5,1,64,2,True,0.1,1000,100,1000,-0.7530072927474976,-0.2776210308074951,1.0,0.8072289228439331,37,0.7297297120094299,61,0.9508196711540222,151,0.7682119011878967,-0.9386533498764038,0.4995170831680298,130,0.9461538195610046,119,0.6554622054100037,0.38946181535720825,-200.0,-200.0,-200.0,0.0
2026-09-24T19:14:36,lr,8,249,5,1,64,2,True,0.1,1000,100,1000,-0.7941478490829468,-0.2172849178314209,1.0,0.8955823183059692,37,1.0,61,1.0,151,0.8278145790100098,-0.9386533498764038,0.4995170831680298,146,0.9726027250289917,103,0.7864077687263489,0.47947075963020325,-193.66666666666666,-200.0,-162.0,0.16666666666666666
2026-09-24T19:14:38,normalization,2,249,5,1,64,2,False,0.01,1000,100,1000,-0.7263969779014587,-0.27848589420318604,1.0,0.9718875288963318,37,1.0,61,0.8852459192276001,151,1.0,-0.9386533498764038,0.4995170831680298,126,1.0,123,0.9430894255638123,0.3078831434249878,-200.0,-200.0,-200.0,0.0
2026-09-24T19:14:40,normalization,4,249,5,1,64,2,False,0.01,1000,100,1000,-0.8146122694015503,-0.3068092167377472,1.0,1.0,37,1.0,61,1.0,151,1.0,-0.9386533498764038,0.4995170831680298,135,1.0,114,1.0,0.29959410429000854,-192.5,-200.0,-155.0,0.16666666666666666
2026-09-24T19:14:41,normalization,8,249,5,1,64,2,False,0.01,1000,100,1000,-0.7236952185630798,-0.32066553831100464,1.0,0.8955823183059692,37,1.0,61,1.0,151,0.8278145790100098,-0.9386533498764038,0.4995170831680298,119,1.0,130,0.800000011920929,0.431652307510376,-184.5,-200.0,-137.0,0.3333333333333333
2026-09-24T19:14:43,data,2,249,20,1,64,2,True,0.01,1000,100,4000,-0.9192996621131897,-0.20364809036254883,1.0,1.0,37,1.0,61,1.0,151,1.0,-0.9386533498764038,0.4995170831680298,177,1.0,72,1.0,0.2832747995853424,-173.16666666666666,-200.0,-122.0,0.5
2026-09-24T19:14:45,data,4,249,20,1,64,2,True,0.01,1000,100,4000,-0.8718026876449585,-0.2479630410671234,1.0,0.9638554453849792,37,1.0,61,1.0,151,0.940397322177887,-0.9386533498764038,0.4995170831680298,155,0.9870967864990234,94,0.9255319237709045,0.4632301926612854,-187.83333333333334,-200.0,-127.0,0.16666666666666666
2026-09-24T19:14:47,data,8,249,20,1,64,2,True,0.01,1000,100,4000,-0.7431966662406921,-0.30317115783691406,1.0,0.9196786880493164,37,1.0,61,1.0,151,0.8675496578216553,-0.9386533498764038,0.4995170831680298,124,1.0,125,0.8399999737739563,0.4386829435825348,-167.83333333333334,-200.0,-133.0,0.6666666666666666
2026-09-24T19:14:50,data,2,249,50,1,64,2,True,0.01,1000,100,10000,-0.8738068342208862,-0.2627558410167694,1.0,1.0,37,1.0,61,1.0,151,1.0,-0.9386533498764038,0.4995170831680298,153,1.0,96,1.0,0.2832747995853424,-180.66666666666666,-200.0,-126.0,0.3333333333333333
2026-09-24T19:14:52,data,4,249,50,1,64,2,True,0.01,1000,100,10000,-0.9215059876441956,-0.13043899834156036,1.0,1.0,37,1.0,61,1.0,151,1.0,-0.9386533498764038,0.4995170831680298,196,1.0,53,1.0,0.29959410429000854,-200.0,-200.0,-200.0,0.0
2026-09-24T19:14:55,data,8,249,50,1,64,2,True,0.01,1000,100,10000,-0.8149418234825134,-0.20242124795913696,1.0,0.9558233022689819,37,1.0,61,1.0,151,0.9271523356437683,-0.9386533498764038,0.4995170831680298,153,1.0,96,0.8854166865348816,0.4372055232524872,-175.33333333333334,-200.0,-160.0,0.6666666666666666
2026-09-24T19:15:02,data,2,249,200,1,64,2,True,0.01,1000,100,40000,-0.9050784111022949,-0.17521566152572632,1.0,0.9839357137680054,37,1.0,61,1.0,151,0.9735099077224731,-0.9386533498764038,0.4995170831680298,183,1.0,66,0.939393937587738,0.36072584986686707,-186.5,-200.0,-158.0,0.3333333333333333
2026-09-24T19:15:09,data,4,249,200,1,64,2,True,0.01,1000,100,40000,-0.9236464500427246,-0.17183628678321838,1.0,1.0,37,1.0,61,1.0,151,1.0,-0.9386533498764038,0.4995170831680298,188,1.0,61,1.0,0.29959410429000854,-192.83333333333334,-200.0,-157.0,0.16666666666666666
2026-09-24T19:15:16,data,8,249,200,1,64,2,True,0.01,1000,100,40000,-0.8084834218025208,-0.22120757400989532,1.0,0.9397590160369873,37,1.0,61,1.0,151,0.9006622433662415,-0.9386533498764038,0.4995170831680298,147,1.0,102,0.8529411554336548,0.44823089241981506,-160.83333333333334,-200.0,-130.0,0.8333333333333334
