timestamp,tag,seed,eval_seed,num_evals,num_demo_transitions,num_random_episodes,action_repeat,hidden_dim,num_layers,normalize,inv_dyn_lr,num_inv_dyn_iters,num_bc_iters,num_random_transitions,random_pos_min,random_pos_max,inv_dyn_train_acc,demo_acc,demo_n_left,demo_acc_left,demo_n_noop,demo_acc_noop,demo_n_right,demo_acc_right,demo_pos_min,demo_pos_max,demo_n_in_range,demo_acc_in_range,demo_n_out_range,demo_acc_out_range,bc_final_loss,return_mean,return_min,return_max,success_rate
2026-09-24T19:40:07,demo_collection,0,1000,6,246,5,1,64,2,True,0.01,1000,100,1000,-0.6901350617408752,-0.34488150477409363,1.0,0.9186992049217224,63,1.0,47,1.0,136,0.8529411554336548,-0.8915464282035828,0.48951455950737,114,1.0,132,0.8484848737716675,0.45503413677215576,-200.0,-200.0,-200.0,0.0
